id_transaccion,fecha,cliente_id,tipo_transaccion,monto,categoria,ciudad,canal,hora,estado,monto_absoluto,año,mes,dia_semana,trimestre,rango_monto,hora_num,sospechosa
TRX007956,2023-10-13,CLI1290,Retiro,-911206.13,Transporte,Bogotá,Sucursal,20:38,Exitosa,911206.13,2023,10,4,Q4,Grande,20,False
TRX005467,2024-10-10,CLI3625,Compra,-927019.36,Entretenimiento,Medellín,Sucursal,06:44,Exitosa,927019.36,2024,10,3,Q4,Grande,6,False
TRX005408,2023-11-19,CLI2253,Depósito,3058829.7,Alimentación,Bogotá,Sucursal,04:51,Exitosa,3058829.7,2023,11,6,Q4,Muy Grande,4,True
TRX005590,2024-07-03,CLI1147,Deposito,2111262.26,Entretenimiento,Bogotá,Cajero,13:50,Exitosa,2111262.26,2024,7,2,Q3,Muy Grande,13,False
TRX002146,2024-09-02,CLI2492,Transferencia,273718.09,Transporte,Cali,Web,14:20,Exitosa,273718.09,2024,9,0,Q3,Mediano,14,False
TRX000778,2023-09-13,CLI1368,Depósito,429227.79,Transporte,Barranquilla,Sucursal,09:02,Exitosa,429227.79,2023,9,2,Q3,Mediano,9,False
TRX002435,2024-10-21,CLI2177,Transferencia,188252.81,Alimentación,Cali,App Móvil,01:24,Exitosa,188252.81,2024,10,0,Q4,Mediano,1,False
TRX003067,2023-09-21,CLI2722,Pago De Servicio,-627121.85,Servicios,Barranquilla,App Móvil,04:58,Exitosa,627121.85,2023,9,3,Q3,Grande,4,False
TRX005584,2024-06-24,CLI1609,Pago De Servicio,-922600.48,Alimentación,Cartagena,Web,05:59,Pendiente,922600.48,2024,6,0,Q2,Grande,5,False
TRX004538,2024-04-27,CLI3673,Retiro,-1526959.46,Educacion,Medellín,App Móvil,07:29,Exitosa,1526959.46,2024,4,5,Q2,Grande,7,False
TRX006672,2023-04-10,CLI1672,Pago De Servicio,-4272261.16,Educacion,Barranquilla,App Móvil,07:46,Exitosa,4272261.16,2023,4,0,Q2,Muy Grande,7,True
TRX006054,2023-09-13,CLI3221,Retiro,-453210.24,Educación,Barranquilla,Web,03:09,Pendiente,453210.24,2023,9,2,Q3,Mediano,3,False
TRX004963,2024-08-17,CLI3218,Pago De Servicio,-4611440.07,Alimentacion,Medellín,Sucursal,05:01,Exitosa,4611440.07,2024,8,5,Q3,Muy Grande,5,True
TRX001492,2023-04-19,CLI1538,Retiro,-1154195.2,Alimentacion,Cartagena,Cajero,05:51,Exitosa,1154195.2,2023,4,2,Q2,Grande,5,False
TRX003546,2023-02-27,CLI2897,Depósito,2494659.02,Alimentación,Barranquilla,Sucursal,5:10,Fallida,2494659.02,2023,2,0,Q1,Muy Grande,5,False
TRX003154,2024-11-20,CLI4207,Deposito,1176038.08,Otros,Barranquilla,App Móvil,02:16,Fallida,1176038.08,2024,11,2,Q4,Grande,2,True
TRX005923,2024-07-02,CLI3925,Deposito,2281686.17,Transporte,Barranquilla,Cajero,06:13,Exitosa,2281686.17,2024,7,1,Q3,Muy Grande,6,False
TRX004285,2024-12-13,CLI2940,Retiro,-4953888.44,Otros,Cali,Cajero,07:20,Exitosa,4953888.44,2024,12,4,Q4,Muy Grande,7,True
TRX003722,2024-12-15,CLI1579,Retiro,-1572003.61,Educación,Medellín,App Móvil,07:15,Exitosa,1572003.61,2024,12,6,Q4,Grande,7,False
TRX006106,2023-07-12,CLI4287,Retiro,-4548248.84,Servicios,Bogotá,Sucursal,12:38,Fallida,4548248.84,2023,7,2,Q3,Muy Grande,12,True
TRX005636,2024-09-01,CLI2155,Pago De Servicio,-4189467.54,Transporte,Bogotá,Cajero,19:54,Fallida,4189467.54,2024,9,6,Q3,Muy Grande,19,True
TRX003642,2024-03-25,CLI1454,Transferencia,647796.41,Educacion,Cali,Cajero,01:41,Exitosa,647796.41,2024,3,0,Q1,Grande,1,False
TRX000518,2024-08-05,CLI3706,Compra,-717360.69,Sin Categoría,Cartagena,Cajero,03:47,Exitosa,717360.69,2024,8,0,Q3,Grande,3,False
TRX006389,2023-01-12,CLI3287,Retiro,-16165.96,Alimentación,Cartagena,App Móvil,21:09,Exitosa,16165.96,2023,1,3,Q1,Pequeño,21,False
TRX004242,2023-02-09,CLI4111,Retiro,-791446.09,Alimentación,Cali,Web,03:14,Exitosa,791446.09,2023,2,3,Q1,Grande,3,False
TRX005599,2024-07-10,CLI1436,Pago De Servicio,-2431241.99,Alimentación,Cali,Cajero,09:06,Exitosa,2431241.99,2024,7,2,Q3,Muy Grande,9,False
TRX007927,2024-03-01,CLI1443,Transferencia,2289663.44,Otros,Cartagena,Sucursal,17:12,Pendiente,2289663.44,2024,3,4,Q1,Muy Grande,17,False
TRX007062,2023-11-02,CLI1314,Retiro,-1770895.44,Alimentacion,Cartagena,Sucursal,21:25,Fallida,1770895.44,2023,11,3,Q4,Grande,21,False
TRX001416,2024-06-27,CLI1449,Deposito,1347612.19,Alimentacion,Medellín,Web,09:19,Exitosa,1347612.19,2024,6,3,Q2,Grande,9,False
TRX000569,2024-07-26,CLI1228,Depósito,1509838.01,Educación,Barranquilla,Cajero,19:48,Pendiente,1509838.01,2024,7,4,Q3,Grande,19,False
TRX000361,2023-09-06,CLI2008,Retiro,-539851.61,Salud,Cartagena,Cajero,03:42,Exitosa,539851.61,2023,9,2,Q3,Grande,3,False
TRX006505,2023-03-03,CLI1029,Retiro,-3039906.45,Sin Categoría,Cali,Cajero,16:04,Fallida,3039906.45,2023,3,4,Q1,Muy Grande,16,True
TRX007016,2023-01-16,CLI3472,Retiro,-457393.83,Transporte,Bogotá,Web,18:19,Pendiente,457393.83,2023,1,0,Q1,Mediano,18,False
TRX005315,2023-06-22,CLI1040,Pago De Servicio,-469700.37,Transporte,Bogotá,App Móvil,16:40,Fallida,469700.37,2023,6,3,Q2,Mediano,16,False
TRX004249,2023-10-16,CLI3036,Transferencia,1357797.04,Sin Categoría,Cartagena,Sucursal,12:25,Exitosa,1357797.04,2023,10,0,Q4,Grande,12,False
TRX003101,2024-08-12,CLI3434,Compra,-830693.01,Alimentación,Barranquilla,Cajero,17:29,Exitosa,830693.01,2024,8,0,Q3,Grande,17,False
TRX004060,2023-08-08,CLI1672,Pago De Servicio,-262538.92,Transporte,Cali,Web,12:07,Exitosa,262538.92,2023,8,1,Q3,Mediano,12,False
TRX000760,2024-03-30,CLI1258,Retiro,-325483.15,Alimentación,Cali,Web,15:11,Pendiente,325483.15,2024,3,5,Q1,Mediano,15,False
TRX003549,2023-03-18,CLI2216,Compra,-1001930.81,Educacion,Barranquilla,Web,06:48,Exitosa,1001930.81,2023,3,5,Q1,Grande,6,False
TRX004464,2024-05-20,CLI4786,Deposito,3443460.16,Alimentación,Cartagena,Web,16:23,Fallida,3443460.16,2024,5,0,Q2,Muy Grande,16,True
TRX007661,2024-07-24,CLI4888,Retiro,-1346809.86,Alimentación,Medellín,Sucursal,11:05,Exitosa,1346809.86,2024,7,2,Q3,Grande,11,False
TRX007858,2024-11-28,CLI1728,Transferencia,4034178.29,Servicios,Medellín,Web,11:24,Exitosa,4034178.29,2024,11,3,Q4,Muy Grande,11,True
TRX006611,2023-04-13,CLI2909,Compra,-1597592.75,Educación,Cartagena,App Móvil,02:38,Exitosa,1597592.75,2023,4,3,Q2,Grande,2,True
TRX005329,2024-03-23,CLI4345,Pago De Servicio,-1784902.64,Educación,Cali,App Móvil,19:44,Pendiente,1784902.64,2024,3,5,Q1,Grande,19,False
TRX000215,2023-08-26,CLI1179,Pago De Servicio,-2094631.18,Salud,Barranquilla,Cajero,18:06,Fallida,2094631.18,2023,8,5,Q3,Muy Grande,18,False
TRX003663,2023-10-27,CLI1330,Deposito,4083626.4,Educacion,Barranquilla,Web,15:58,Exitosa,4083626.4,2023,10,4,Q4,Muy Grande,15,True
TRX004052,2023-01-27,CLI2792,Pago De Servicio,-4403054.91,Transporte,Bogotá,Sucursal,09:48,Pendiente,4403054.91,2023,1,4,Q1,Muy Grande,9,True
TRX007608,2024-09-29,CLI1237,Deposito,365345.45,Sin Categoría,Bogotá,Web,01:43,Exitosa,365345.45,2024,9,6,Q3,Mediano,1,False
TRX004668,2024-02-14,CLI1179,Transferencia,2562715.11,Alimentación,Cali,Cajero,08:08,Exitosa,2562715.11,2024,2,2,Q1,Muy Grande,8,False
TRX005782,2024-02-08,CLI1353,Retiro,-4445782.4,Educación,Bogotá,App Móvil,14:50,Exitosa,4445782.4,2024,2,3,Q1,Muy Grande,14,True
TRX005965,2024-03-29,CLI4666,Pago De Servicio,-1742355.91,Alimentacion,Cali,Cajero,10:23,Exitosa,1742355.91,2024,3,4,Q1,Grande,10,False
TRX004167,2024-02-21,CLI1773,Deposito,2563378.36,Transporte,Cartagena,App Móvil,19:04,Exitosa,2563378.36,2024,2,2,Q1,Muy Grande,19,False
TRX001474,2024-08-11,CLI1210,Depósito,2121025.97,Educación,Cali,Cajero,18:11,Exitosa,2121025.97,2024,8,6,Q3,Muy Grande,18,False
TRX002245,2023-04-28,CLI3540,Retiro,-3919528.85,Entretenimiento,Cali,Sucursal,07:27,Exitosa,3919528.85,2023,4,4,Q2,Muy Grande,7,True
TRX000726,2023-11-23,CLI4341,Retiro,-1218518.34,Alimentación,Cali,App Móvil,5:56,Exitosa,1218518.34,2023,11,3,Q4,Grande,5,False
TRX004646,2024-09-28,CLI1403,Transferencia,481562.06,Entretenimiento,Barranquilla,Web,23:21,Exitosa,481562.06,2024,9,5,Q3,Mediano,23,False
TRX003561,2024-09-06,CLI2464,Compra,-344379.32,Servicios,Bogotá,Cajero,21:32,Pendiente,344379.32,2024,9,4,Q3,Mediano,21,False
TRX000050,2023-02-25,CLI1186,Pago De Servicio,-1496076.39,Transporte,Barranquilla,Cajero,00:36,Exitosa,1496076.39,2023,2,5,Q1,Grande,0,True
TRX006381,2024-02-01,CLI2574,Pago De Servicio,-3973089.11,Salud,Bogotá,App Móvil,23:46,Fallida,3973089.11,2024,2,3,Q1,Muy Grande,23,True
TRX006073,2023-08-19,CLI4744,Retiro,-4651838.99,Alimentación,Bogotá,Cajero,03:50,Pendiente,4651838.99,2023,8,5,Q3,Muy Grande,3,True
TRX003131,2024-12-18,CLI2528,Transferencia,0.01,Alimentación,Medellín,Sucursal,13:41,Exitosa,0.01,2024,12,2,Q4,Pequeño,13,False
TRX000888,2023-11-08,CLI3756,Retiro,-1851337.72,Salud,Cartagena,Sucursal,06:49,Exitosa,1851337.72,2023,11,2,Q4,Grande,6,False
TRX007131,2024-11-04,CLI4403,Pago De Servicio,-353109.84,Salud,Cartagena,Web,08:11,Exitosa,353109.84,2024,11,0,Q4,Mediano,8,False
TRX004507,2024-11-30,CLI1546,Pago De Servicio,-1329217.89,Servicios,Bogotá,Web,03:40,Exitosa,1329217.89,2024,11,5,Q4,Grande,3,True
TRX002894,2023-07-31,CLI4182,Retiro,-972490.19,Salud,Bogotá,App Móvil,01:58,Exitosa,972490.19,2023,7,0,Q3,Grande,1,False
TRX005870,2024-05-24,CLI3850,Pago De Servicio,-269614.75,Salario,Barranquilla,Cajero,09:37,Exitosa,269614.75,2024,5,4,Q2,Mediano,9,False
TRX007360,2023-08-17,CLI3659,Transferencia,3218711.81,Alimentación,Medellín,Sucursal,13:49,Exitosa,3218711.81,2023,8,3,Q3,Muy Grande,13,True
TRX000517,2023-06-02,CLI2230,Transferencia,3437353.99,Servicios,Bogotá,Web,2:58,Exitosa,3437353.99,2023,6,4,Q2,Muy Grande,2,True
TRX003169,2023-09-11,CLI2267,Pago De Servicio,-2300259.55,Educación,Barranquilla,Sucursal,17:41,Exitosa,2300259.55,2023,9,0,Q3,Muy Grande,17,False
TRX002950,2024-05-14,CLI2800,Depósito,126798.67,Entretenimiento,Cali,App Móvil,20:32,Exitosa,126798.67,2024,5,1,Q2,Mediano,20,False
TRX004023,2024-10-15,CLI3179,Deposito,1731641.35,Salud,Medellín,Web,16:07,Exitosa,1731641.35,2024,10,1,Q4,Grande,16,False
TRX000140,2023-04-13,CLI1215,Retiro,-1684953.44,Otros,Medellín,Sucursal,00:35,Fallida,1684953.44,2023,4,3,Q2,Grande,0,True
TRX003965,2024-06-15,CLI1704,Pago De Servicio,-21554.11,Alimentacion,Bogotá,Cajero,5:1,Pendiente,21554.11,2024,6,5,Q2,Pequeño,5,False
TRX004216,2023-07-23,CLI1570,Deposito,4033130.65,Salario,Barranquilla,Sucursal,14:19,Exitosa,4033130.65,2023,7,6,Q3,Muy Grande,14,True
TRX002379,2024-09-27,CLI2074,Transferencia,2422083.85,Alimentacion,Medellín,Cajero,06:07,Pendiente,2422083.85,2024,9,4,Q3,Muy Grande,6,False
TRX007155,2024-04-29,CLI1686,Transferencia,331968.8,Entretenimiento,Cartagena,Cajero,09:05,Exitosa,331968.8,2024,4,0,Q2,Mediano,9,False
TRX003198,2024-01-20,CLI3099,Deposito,1629156.72,Alimentación,Medellín,Web,03:39,Exitosa,1629156.72,2024,1,5,Q1,Grande,3,True
TRX000113,2023-03-06,CLI1552,Transferencia,233069.76,Sin Categoría,Medellín,Sucursal,01:20,Pendiente,233069.76,2023,3,0,Q1,Mediano,1,False
TRX003196,2024-09-24,CLI1708,Deposito,3957939.68,Alimentación,Cartagena,Cajero,12:48,Exitosa,3957939.68,2024,9,1,Q3,Muy Grande,12,True
TRX000464,2023-11-05,CLI3805,Compra,-1374033.0,Alimentación,Cartagena,App Móvil,04:00,Fallida,1374033.0,2023,11,6,Q4,Grande,4,True
TRX005042,2023-03-15,CLI2034,Pago De Servicio,-1586831.21,Otros,Cali,App Móvil,07:08,Exitosa,1586831.21,2023,3,2,Q1,Grande,7,False
TRX001234,2024-03-21,CLI1289,Transferencia,1777221.15,Alimentacion,Cali,Web,13:45,Exitosa,1777221.15,2024,3,3,Q1,Grande,13,False
TRX003251,2023-05-06,CLI2047,Pago De Servicio,-633497.56,Salario,Barranquilla,Sucursal,19:01,Pendiente,633497.56,2023,5,5,Q2,Grande,19,False
TRX000595,2024-09-24,CLI1735,Retiro,-2316249.35,Salud,Bogotá,Cajero,12:44,Exitosa,2316249.35,2024,9,1,Q3,Muy Grande,12,False
TRX004959,2024-11-23,CLI1049,Pago De Servicio,-1751231.93,Entretenimiento,Barranquilla,Web,15:52,Exitosa,1751231.93,2024,11,5,Q4,Grande,15,False
TRX007574,2024-10-01,CLI4009,Pago De Servicio,-1830392.48,Salud,Cali,Web,23:55,Pendiente,1830392.48,2024,10,1,Q4,Grande,23,False
TRX000451,2023-06-25,CLI2255,Compra,-461296.06,Servicios,Medellín,Sucursal,11:18,Exitosa,461296.06,2023,6,6,Q2,Mediano,11,False
TRX006097,2024-02-29,CLI2369,Transferencia,1108875.96,Alimentación,Barranquilla,Cajero,08:44,Exitosa,1108875.96,2024,2,3,Q1,Grande,8,False
TRX003278,2023-11-15,CLI2445,Retiro,-577830.25,Servicios,Medellín,Cajero,20:49,Exitosa,577830.25,2023,11,2,Q4,Grande,20,False
TRX004318,2024-09-06,CLI3323,Compra,-1320855.9,Alimentacion,Medellín,App Móvil,22:35,Fallida,1320855.9,2024,9,4,Q3,Grande,22,False
TRX005890,2023-11-05,CLI3892,Pago De Servicio,-2379593.47,Servicios,Medellín,App Móvil,6:6,Fallida,2379593.47,2023,11,6,Q4,Muy Grande,6,False
TRX000313,2024-07-17,CLI4280,Depósito,845653.15,Salud,Medellín,Cajero,04:30,Exitosa,845653.15,2024,7,2,Q3,Grande,4,False
TRX004123,2024-07-28,CLI2147,Retiro,-3488900.71,Alimentacion,Cartagena,Sucursal,06:39,Exitosa,3488900.71,2024,7,6,Q3,Muy Grande,6,True
TRX006051,2024-07-31,CLI3947,Transferencia,4380034.18,Entretenimiento,Barranquilla,Cajero,02:08,Exitosa,4380034.18,2024,7,2,Q3,Muy Grande,2,True
TRX007297,2024-02-13,CLI3151,Pago De Servicio,-1085259.45,Alimentacion,Cali,Sucursal,05:17,Fallida,1085259.45,2024,2,1,Q1,Grande,5,False
TRX004944,2023-07-10,CLI3388,Pago De Servicio,-319518.57,Salud,Cali,App Móvil,01:56,Exitosa,319518.57,2023,7,0,Q3,Mediano,1,False
TRX007362,2023-02-11,CLI3266,Transferencia,1534403.55,Alimentación,Barranquilla,App Móvil,23:39,Exitosa,1534403.55,2023,2,5,Q1,Grande,23,False
TRX005572,2024-01-02,CLI2019,Pago De Servicio,-3841387.3,Transporte,Medellín,Sucursal,12:45,Exitosa,3841387.3,2024,1,1,Q1,Muy Grande,12,True
TRX000452,2024-12-26,CLI4437,Transferencia,848210.83,Sin Categoría,Medellín,App Móvil,18:08,Exitosa,848210.83,2024,12,3,Q4,Grande,18,False
TRX003167,2024-03-17,CLI1428,Transferencia,2346395.72,Educación,Cartagena,Sucursal,22:44,Exitosa,2346395.72,2024,3,6,Q1,Muy Grande,22,False
TRX003732,2024-06-24,CLI4048,Retiro,-1663447.26,Alimentación,Cartagena,Cajero,17:17,Exitosa,1663447.26,2024,6,0,Q2,Grande,17,False
TRX006212,2024-09-03,CLI2902,Depósito,593996.37,Alimentacion,Barranquilla,Cajero,17:06,Fallida,593996.37,2024,9,1,Q3,Grande,17,False
TRX006581,2023-09-03,CLI1210,Retiro,-1455077.2,Salario,Cali,App Móvil,23:39,Pendiente,1455077.2,2023,9,6,Q3,Grande,23,False
TRX003627,2023-10-10,CLI3892,Transferencia,4510197.02,Alimentación,Cartagena,Sucursal,10:53,Exitosa,4510197.02,2023,10,1,Q4,Muy Grande,10,True
TRX000891,2024-04-05,CLI2291,Compra,-856342.85,Sin Categoría,Medellín,Web,01:26,Fallida,856342.85,2024,4,4,Q2,Grande,1,False
TRX006380,2024-01-22,CLI4557,Pago De Servicio,-2542762.06,Transporte,Bogotá,Cajero,03:42,Fallida,2542762.06,2024,1,0,Q1,Muy Grande,3,True
TRX002764,2024-12-02,CLI1426,Pago De Servicio,-3318168.64,Alimentacion,Barranquilla,Web,02:43,Pendiente,3318168.64,2024,12,0,Q4,Muy Grande,2,True
TRX000659,2024-12-27,CLI4565,Pago De Servicio,-230224.63,Transporte,Barranquilla,Web,23:21,Exitosa,230224.63,2024,12,4,Q4,Mediano,23,False
TRX001507,2023-08-16,CLI4895,Deposito,4978941.58,Salario,Medellín,App Móvil,02:10,Pendiente,4978941.58,2023,8,2,Q3,Muy Grande,2,True
TRX005139,2024-05-06,CLI3860,Transferencia,1825497.36,Salud,Cartagena,Sucursal,06:24,Exitosa,1825497.36,2024,5,0,Q2,Grande,6,False
TRX004640,2024-02-23,CLI4373,Transferencia,2875439.87,Alimentación,Bogotá,Sucursal,08:57,Exitosa,2875439.87,2024,2,4,Q1,Muy Grande,8,False
TRX007627,2023-05-11,CLI4733,Pago De Servicio,-1788000.85,Salud,Medellín,Sucursal,4:48,Pendiente,1788000.85,2023,5,3,Q2,Grande,4,True
TRX001000,2024-04-09,CLI3484,Compra,-334173.18,Salario,Medellín,Cajero,10:35,Fallida,334173.18,2024,4,1,Q2,Mediano,10,False
TRX000390,2023-08-02,CLI1076,Deposito,4007699.9,Educacion,Cali,Cajero,04:17,Fallida,4007699.9,2023,8,2,Q3,Muy Grande,4,True
TRX003408,2024-01-30,CLI3151,Pago De Servicio,-3199541.1,Salario,Cartagena,Web,12:12,Exitosa,3199541.1,2024,1,1,Q1,Muy Grande,12,True
TRX002331,2024-12-06,CLI1619,Compra,-99813.53,Alimentación,Barranquilla,Sucursal,07:05,Pendiente,99813.53,2024,12,4,Q4,Pequeño,7,False
TRX001477,2023-03-08,CLI3141,Pago De Servicio,-2492417.45,Alimentacion,Barranquilla,Web,20:47,Exitosa,2492417.45,2023,3,2,Q1,Muy Grande,20,False
TRX002241,2024-02-11,CLI3446,Retiro,-3447773.35,Entretenimiento,Bogotá,Sucursal,06:44,Exitosa,3447773.35,2024,2,6,Q1,Muy Grande,6,True
TRX007322,2024-01-14,CLI3588,Retiro,-4913194.67,Salario,Bogotá,Sucursal,18:16,Exitosa,4913194.67,2024,1,6,Q1,Muy Grande,18,True
TRX007333,2023-08-01,CLI1034,Pago De Servicio,-1443399.97,Alimentación,Cartagena,Sucursal,18:25,Fallida,1443399.97,2023,8,1,Q3,Grande,18,False
TRX006792,2023-09-16,CLI3868,Retiro,-2958900.69,Alimentación,Cartagena,Cajero,12:21,Fallida,2958900.69,2023,9,5,Q3,Muy Grande,12,False
TRX005161,2023-03-01,CLI3000,Compra,-820303.82,Otros,Barranquilla,Cajero,23:26,Pendiente,820303.82,2023,3,2,Q1,Grande,23,False
TRX002973,2024-08-16,CLI4258,Transferencia,3239585.78,Servicios,Cartagena,Web,17:01,Exitosa,3239585.78,2024,8,4,Q3,Muy Grande,17,True
TRX003387,2023-03-22,CLI3697,Deposito,393491.4,Transporte,Medellín,Web,15:25,Pendiente,393491.4,2023,3,2,Q1,Mediano,15,False
TRX002776,2023-06-01,CLI2442,Transferencia,3893234.51,Salario,Barranquilla,Cajero,04:56,Fallida,3893234.51,2023,6,3,Q2,Muy Grande,4,True
TRX001924,2023-05-19,CLI1186,Compra,-1803469.69,Educación,Medellín,Web,22:34,Fallida,1803469.69,2023,5,4,Q2,Grande,22,False
TRX000759,2023-11-05,CLI1633,Compra,-1441092.66,Educacion,Barranquilla,Sucursal,19:56,Exitosa,1441092.66,2023,11,6,Q4,Grande,19,False
TRX000701,2024-09-26,CLI2675,Transferencia,2232097.01,Alimentacion,Cartagena,App Móvil,11:05,Exitosa,2232097.01,2024,9,3,Q3,Muy Grande,11,False
TRX007133,2023-10-22,CLI2977,Depósito,2028785.53,Alimentación,Cali,Sucursal,21:31,Pendiente,2028785.53,2023,10,6,Q4,Muy Grande,21,False
TRX001294,2024-12-10,CLI1095,Pago De Servicio,-261743.35,Transporte,Barranquilla,App Móvil,14:54,Pendiente,261743.35,2024,12,1,Q4,Mediano,14,False
TRX007967,2024-04-27,CLI2852,Transferencia,1768374.32,Entretenimiento,Medellín,App Móvil,18:24,Exitosa,1768374.32,2024,4,5,Q2,Grande,18,False
TRX002874,2024-02-08,CLI3684,Pago De Servicio,-1129220.88,Otros,Bogotá,Sucursal,09:23,Exitosa,1129220.88,2024,2,3,Q1,Grande,9,False
TRX006811,2024-02-10,CLI4879,Retiro,-1231661.02,Transporte,Cartagena,Sucursal,12:30,Exitosa,1231661.02,2024,2,5,Q1,Grande,12,False
TRX002536,2024-09-14,CLI1001,Depósito,2386740.72,Transporte,Medellín,Web,02:55,Pendiente,2386740.72,2024,9,5,Q3,Muy Grande,2,True
TRX006842,2023-06-29,CLI3172,Transferencia,3870386.56,Educacion,Cartagena,Web,21:52,Exitosa,3870386.56,2023,6,3,Q2,Muy Grande,21,True
TRX001908,2023-02-10,CLI2188,Transferencia,1517827.88,Alimentacion,Cali,Sucursal,22:17,Exitosa,1517827.88,2023,2,4,Q1,Grande,22,False
TRX005628,2023-08-29,CLI3006,Transferencia,3502176.35,Alimentación,Medellín,Web,03:10,Pendiente,3502176.35,2023,8,1,Q3,Muy Grande,3,True
TRX005671,2023-04-21,CLI3469,Retiro,-319090.31,Otros,Medellín,App Móvil,07:35,Exitosa,319090.31,2023,4,4,Q2,Mediano,7,False
TRX000369,2024-10-02,CLI3508,Pago De Servicio,-840493.34,Educación,Cali,App Móvil,14:34,Pendiente,840493.34,2024,10,2,Q4,Grande,14,False
TRX001938,2024-11-12,CLI4086,Deposito,4131135.58,Alimentación,Medellín,Web,3:43,Pendiente,4131135.58,2024,11,1,Q4,Muy Grande,3,True
TRX004297,2024-11-26,CLI2414,Transferencia,571176.37,Alimentación,Cartagena,Cajero,15:29,Exitosa,571176.37,2024,11,1,Q4,Grande,15,False
TRX001152,2023-04-30,CLI1393,Transferencia,2161254.14,Salario,Medellín,Sucursal,01:33,Fallida,2161254.14,2023,4,6,Q2,Muy Grande,1,True
TRX007813,2023-01-10,CLI3677,Pago De Servicio,-1861960.88,Alimentacion,Medellín,App Móvil,12:40,Exitosa,1861960.88,2023,1,1,Q1,Grande,12,False
TRX005188,2024-01-19,CLI3955,Retiro,-1797706.67,Alimentación,Barranquilla,Sucursal,23:42,Exitosa,1797706.67,2024,1,4,Q1,Grande,23,False
TRX004276,2024-01-10,CLI3049,Pago De Servicio,-2908645.83,Servicios,Barranquilla,Cajero,19:42,Fallida,2908645.83,2024,1,2,Q1,Muy Grande,19,False
TRX004363,2023-08-18,CLI2393,Pago De Servicio,-3606467.37,Otros,Bogotá,Sucursal,08:09,Exitosa,3606467.37,2023,8,4,Q3,Muy Grande,8,True
TRX003011,2023-10-13,CLI2224,Transferencia,3139449.38,Servicios,Bogotá,Web,15:50,Exitosa,3139449.38,2023,10,4,Q4,Muy Grande,15,True
TRX000192,2023-05-23,CLI3523,Pago De Servicio,-1628924.43,Alimentación,Cali,App Móvil,19:34,Exitosa,1628924.43,2023,5,1,Q2,Grande,19,False
TRX005202,2024-12-17,CLI3270,Deposito,3560052.23,Salud,Cali,Web,08:34,Exitosa,3560052.23,2024,12,1,Q4,Muy Grande,8,True
TRX004511,2023-12-05,CLI3706,Retiro,-1248668.9,Salud,Barranquilla,Sucursal,22:16,Exitosa,1248668.9,2023,12,1,Q4,Grande,22,False
TRX000175,2024-09-27,CLI2360,Retiro,-4030178.49,Salud,Barranquilla,App Móvil,13:52,Pendiente,4030178.49,2024,9,4,Q3,Muy Grande,13,True
TRX001904,2024-01-07,CLI2252,Pago De Servicio,-2350828.82,Salud,Cali,Cajero,17:47,Exitosa,2350828.82,2024,1,6,Q1,Muy Grande,17,False
TRX001100,2024-12-29,CLI1756,Retiro,-1740314.72,Alimentación,Cartagena,Cajero,8:49,Exitosa,1740314.72,2024,12,6,Q4,Grande,8,False
TRX005412,2023-05-17,CLI3043,Transferencia,287355.79,Salario,Medellín,Cajero,4:27,Pendiente,287355.79,2023,5,2,Q2,Mediano,4,False
TRX003647,2024-09-01,CLI3212,Deposito,4545983.84,Salario,Cali,App Móvil,21:30,Pendiente,4545983.84,2024,9,6,Q3,Muy Grande,21,True
TRX003409,2023-04-25,CLI1424,Deposito,2254883.11,Otros,Bogotá,Web,17:05,Fallida,2254883.11,2023,4,1,Q2,Muy Grande,17,False
TRX004234,2023-01-13,CLI2227,Transferencia,1754456.96,Alimentación,Barranquilla,Web,05:04,Exitosa,1754456.96,2023,1,4,Q1,Grande,5,False
TRX002293,2024-01-25,CLI1835,Retiro,-1146164.29,Transporte,Bogotá,App Móvil,23:24,Exitosa,1146164.29,2024,1,3,Q1,Grande,23,False
TRX007096,2023-09-14,CLI2552,Transferencia,154429.53,Alimentación,Cartagena,Web,07:26,Pendiente,154429.53,2023,9,3,Q3,Mediano,7,False
TRX007920,2024-02-20,CLI3124,Pago De Servicio,-787565.66,Transporte,Medellín,Sucursal,22:06,Fallida,787565.66,2024,2,1,Q1,Grande,22,False
TRX005420,2024-02-24,CLI4015,Depósito,1648393.32,Otros,Medellín,App Móvil,15:32,Exitosa,1648393.32,2024,2,5,Q1,Grande,15,False
TRX004992,2023-06-06,CLI1965,Transferencia,3581011.21,Educacion,Barranquilla,Web,07:06,Exitosa,3581011.21,2023,6,1,Q2,Muy Grande,7,True
TRX001165,2023-09-04,CLI1610,Compra,-1701029.44,Salario,Medellín,Sucursal,15:48,Exitosa,1701029.44,2023,9,0,Q3,Grande,15,False
TRX004817,2023-07-24,CLI3305,Depósito,1282209.17,Alimentación,Barranquilla,Web,08:24,Exitosa,1282209.17,2023,7,0,Q3,Grande,8,False
TRX004739,2023-12-05,CLI3160,Pago De Servicio,-2785523.52,Alimentación,Cartagena,App Móvil,11:28,Exitosa,2785523.52,2023,12,1,Q4,Muy Grande,11,False
TRX004727,2023-01-05,CLI3814,Transferencia,2206141.19,Educacion,Cartagena,Sucursal,17:03,Exitosa,2206141.19,2023,1,3,Q1,Muy Grande,17,False
